datetime_nano,price,direction
2022-02-18 14:31:00,6822.0,buy
2022-02-18 14:58:00,6829.6,sell
2022-02-21 09:32:00,6837.4,buy
2022-02-21 09:39:00,6833.4,sell
2022-02-21 09:47:00,6832.4,buy
2022-02-21 09:52:00,6834.4,sell
2022-02-21 09:53:00,6833.6,buy
2022-02-21 10:04:00,6829.6,sell
2022-02-21 10:16:00,6829.2,buy
2022-02-21 10:21:00,6825.2,sell
2022-02-21 10:26:00,6827.8,buy
2022-02-21 10:30:00,6824.0,sell
2022-02-21 10:37:00,6827.2,buy
2022-02-21 10:47:00,6830.0,sell
2022-02-21 10:59:00,6815.2,buy
2022-02-21 11:09:00,6817.6,sell
2022-02-21 11:15:00,6823.8,buy
2022-02-21 13:01:00,6830.2,sell
2022-02-21 13:04:00,6837.4,buy
2022-02-21 13:18:00,6854.0,sell
2022-02-21 13:30:00,6854.4,buy
2022-02-21 13:36:00,6850.2,sell
2022-02-21 13:59:00,6831.2,buy
2022-02-21 14:00:00,6826.8,sell
2022-02-21 14:06:00,6832.0,buy
2022-02-21 14:11:00,6825.0,sell
2022-02-21 14:15:00,6832.0,buy
2022-02-21 14:26:00,6838.8,sell
2022-02-21 14:27:00,6840.2,buy
2022-02-21 14:33:00,6837.2,sell
2022-02-21 14:38:00,6844.0,buy
2022-02-21 14:56:00,6851.2,sell
2022-02-22 10:03:00,6769.2,buy
2022-02-22 10:09:00,6763.2,sell
2022-02-22 10:14:00,6763.8,buy
2022-02-22 10:27:00,6765.2,sell
2022-02-22 10:34:00,6780.4,buy
2022-02-22 10:39:00,6768.8,sell
2022-02-22 10:47:00,6768.0,buy
2022-02-22 10:50:00,6761.2,sell
2022-02-22 10:51:00,6768.6,buy
2022-02-22 11:00:00,6771.2,sell
2022-02-22 11:05:00,6770.2,buy
2022-02-22 11:06:00,6771.2,sell
2022-02-22 11:16:00,6773.4,buy
2022-02-22 11:22:00,6760.4,sell
2022-02-22 13:04:00,6760.2,buy
2022-02-22 13:09:00,6747.2,sell
2022-02-22 13:19:00,6744.4,buy
2022-02-22 13:20:00,6742.2,sell
2022-02-22 13:26:00,6749.0,buy
2022-02-22 13:34:00,6751.0,sell
2022-02-22 13:54:00,6747.4,buy
2022-02-22 13:59:00,6745.6,sell
2022-02-22 14:09:00,6737.0,buy
2022-02-22 14:23:00,6742.8,sell
2022-02-22 14:30:00,6758.0,buy
2022-02-23 09:46:00,6820.0,sell
2022-02-23 09:57:00,6824.0,buy
2022-02-23 10:18:00,6844.2,sell
2022-02-23 10:22:00,6852.8,buy
2022-02-23 10:28:00,6843.6,sell
2022-02-23 10:35:00,6852.8,buy
2022-02-23 10:42:00,6853.2,sell
2022-02-23 10:43:00,6856.8,buy
2022-02-23 10:44:00,6853.0,sell
2022-02-23 10:53:00,6854.2,buy
2022-02-23 11:16:00,6865.8,sell
2022-02-23 13:02:00,6861.6,buy
2022-02-23 13:12:00,6864.2,sell
2022-02-23 13:17:00,6871.2,buy
2022-02-23 13:23:00,6865.0,sell
2022-02-23 13:31:00,6869.0,buy
2022-02-23 13:39:00,6868.6,sell
2022-02-23 13:51:00,6867.8,buy
2022-02-23 13:56:00,6863.6,sell
2022-02-23 14:00:00,6866.2,buy
2022-02-23 14:04:00,6868.0,sell
